Date,HDFCBANK.NS,INFY.NS,ITC.NS,LT.NS,RELIANCE.NS,SUNPHARMA.NS
2021-11-29,702.4329223632812,1490.5682373046875,174.40692138671875,1679.5953369140625,1105.7991943359375,714.8594970703125
2021-11-30,698.8301391601562,1504.8907470703125,174.13134765625,1677.219482421875,1089.4486083984375,717.2866821289062
2021-12-01,704.0238647460938,1506.8677978515625,174.72189331054688,1697.4154052734375,1117.3486328125,709.4342041015625
2021-12-02,713.8964233398438,1536.1722412109375,177.51712036132812,1700.4566650390625,1124.5272216796875,729.3271484375
2021-12-03,708.1881103515625,1525.0128173828125,174.52503967285156,1711.9090576171875,1090.7396240234375,715.5734252929688
2021-12-06,703.6260986328125,1489.6456298828125,171.57232666015625,1694.2315673828125,1070.0638427734375,701.6295166015625
2021-12-07,713.873046875,1504.0120849609375,173.73765563964844,1708.915283203125,1078.782470703125,707.8638305664062
2021-12-08,727.0211181640625,1540.653564453125,177.12339782714844,1734.5286865234375,1095.200927734375,721.04638671875
2021-12-09,714.4111938476562,1549.5283203125,185.35165405273438,1786.5631103515625,1112.5701904296875,723.1404418945312
2021-12-10,712.399169921875,1545.837890625,185.90280151367188,1780.48046875,1113.7025146484375,724.6632690429688
2021-12-13,707.065185546875,1533.0089111328125,184.7217559814453,1769.1705322265625,1091.373779296875,725.8529663085938
2021-12-14,702.9945068359375,1539.5992431640625,179.9973907470703,1773.1622314453125,1078.012451171875,719.6185913085938
2021-12-15,701.8480834960938,1523.82666015625,176.41476440429688,1787.5133056640625,1074.86474609375,737.750732421875
2021-12-16,701.8948974609375,1556.689697265625,175.50927734375,1780.95556640625,1088.7691650390625,727.6139526367188
2021-12-17,689.2382202148438,1599.965087890625,171.6116943359375,1755.48486328125,1060.0316162109375,731.8970336914062
2021-12-20,667.059814453125,1580.677978515625,167.24168395996094,1710.103271484375,1031.45263671875,727.1380004882812
2021-12-21,674.616455078125,1591.8372802734375,167.32041931152344,1736.904541015625,1046.8065185546875,741.0344848632812
2021-12-22,676.2072143554688,1603.34814453125,166.9267120361328,1778.199462890625,1071.64892578125,759.0712890625
2021-12-23,675.692626953125,1632.2572021484375,171.09988403320312,1785.2799072265625,1071.26416015625,754.2647094726562
2021-12-24,673.2594604492188,1637.4412841796875,171.65106201171875,1767.1748046875,1074.68359375,747.5545043945312
2021-12-27,678.8274536132812,1639.7698974609375,171.29672241210938,1773.637451171875,1073.528564453125,755.8350830078125
2021-12-28,683.5065307617188,1658.9691162109375,173.2652130126953,1805.2860107421875,1086.2784423828125,775.8231811523438
